date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:00:50	47284/47284	U--MC-	200	updated ('OK')	text/html	date:Tue,%2019%20Feb%202013%2016:00:48%20GMT	http://api.jquery.com/category/utilities/	/Users/benoit/websites/api.jquery.com/api.jquery.com/category/utilities/index.html	(from http://api.jquery.com/)
17:00:50	37673/37673	U--MC-	200	updated ('OK')	text/html	date:Tue,%2019%20Feb%202013%2016:00:48%20GMT	http://api.jquery.com/click/	/Users/benoit/websites/api.jquery.com/api.jquery.com/click/index.html	(from http://api.jquery.com/)
17:00:50	37685/37685	U--MC-	200	updated ('OK')	text/html	date:Tue,%2019%20Feb%202013%2016:00:48%20GMT	http://api.jquery.com/clearQueue/	/Users/benoit/websites/api.jquery.com/api.jquery.com/clearQueue/index.html	(from http://api.jquery.com/)
17:00:50	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2019%20Feb%202013%2016:00:48%20GMT	http://api.jquery.com/click	/Users/benoit/websites/api.jquery.com/api.jquery.com/click.d.delayed	(from http://api.jquery.com/)
17:00:51	25905/25905	U--MC-	200	updated ('OK')	text/html	date:Tue,%2019%20Feb%202013%2016:00:49%20GMT	http://api.jquery.com/category/manipulation/copying/	/Users/benoit/websites/api.jquery.com/api.jquery.com/category/manipulation/copying/index.html	(from http://api.jquery.com/)
17:00:51	51493/51493	U--MC-	200	updated ('OK')	text/html	date:Tue,%2019%20Feb%202013%2016:00:49%20GMT	http://api.jquery.com/closest/	/Users/benoit/websites/api.jquery.com/api.jquery.com/closest/index.html	(from http://api.jquery.com/)
17:00:51	49759/49759	U--MC-	200	updated ('OK')	text/html	date:Tue,%2019%20Feb%202013%2016:00:49%20GMT	http://api.jquery.com/clone/	/Users/benoit/websites/api.jquery.com/api.jquery.com/clone/index.html	(from http://api.jquery.com/)
17:00:52	28203/28203	U--MC-	200	updated ('OK')	text/html	date:Tue,%2019%20Feb%202013%2016:00:50%20GMT	http://api.jquery.com/category/selectors/content-filter-selector/	/Users/benoit/websites/api.jquery.com/api.jquery.com/category/selectors/content-filter-selector/index.html	(from http://api.jquery.com/)
17:00:52	31253/31253	U--MC-	200	updated ('OK')	text/html	date:Tue,%2019%20Feb%202013%2016:00:50%20GMT	http://api.jquery.com/contains-selector/	/Users/benoit/websites/api.jquery.com/api.jquery.com/contains-selector/index.html	(from http://api.jquery.com/)
17:00:53	38060/38060	U--MC-	200	updated ('OK')	text/html	date:Tue,%2019%20Feb%202013%2016:00:51%20GMT	http://api.jquery.com/contents/	/Users/benoit/websites/api.jquery.com/api.jquery.com/contents/index.html	(from http://api.jquery.com/)
17:00:53	29170/29170	U--MC-	200	updated ('OK')	text/html	date:Tue,%2019%20Feb%202013%2016:00:51%20GMT	http://api.jquery.com/category/internals/	/Users/benoit/websites/api.jquery.com/api.jquery.com/category/internals/index.html	(from http://api.jquery.com/)
17:00:53	34183/34183	U--MC-	200	updated ('OK')	text/html	date:Tue,%2019%20Feb%202013%2016:00:51%20GMT	http://api.jquery.com/category/properties/	/Users/benoit/websites/api.jquery.com/api.jquery.com/category/properties/index.html	(from http://api.jquery.com/)
17:00:54	27563/27563	U--MC-	200	updated ('OK')	text/html	date:Tue,%2019%20Feb%202013%2016:00:52%20GMT	http://api.jquery.com/category/properties/jquery-object-instance-properties/	/Users/benoit/websites/api.jquery.com/api.jquery.com/category/properties/jquery-object-instance-properties/index.html	(from http://api.jquery.com/)
17:00:54	33105/33105	U--MC-	200	updated ('OK')	text/html	date:Tue,%2019%20Feb%202013%2016:00:52%20GMT	http://api.jquery.com/context/	/Users/benoit/websites/api.jquery.com/api.jquery.com/context/index.html	(from http://api.jquery.com/)
17:00:55	35469/35469	U--MC-	200	updated ('OK')	text/html	date:Tue,%2019%20Feb%202013%2016:00:52%20GMT	http://api.jquery.com/category/manipulation/style-properties/	/Users/benoit/websites/api.jquery.com/api.jquery.com/category/manipulation/style-properties/index.html	(from http://api.jquery.com/)
17:00:55	78503/78503	U--MC-	200	updated ('OK')	text/html	date:Tue,%2019%20Feb%202013%2016:00:52%20GMT	http://api.jquery.com/css/	/Users/benoit/websites/api.jquery.com/api.jquery.com/css/index.html	(from http://api.jquery.com/)
17:00:55	26865/26865	U--MC-	200	updated ('OK')	text/html	date:Tue,%2019%20Feb%202013%2016:00:53%20GMT	http://api.jquery.com/category/miscellaneous/data-storage/	/Users/benoit/websites/api.jquery.com/api.jquery.com/category/miscellaneous/data-storage/index.html	(from http://api.jquery.com/)
17:00:55	33966/33966	U--MC-	200	updated ('OK')	text/html	date:Tue,%2019%20Feb%202013%2016:00:54%20GMT	http://api.jquery.com/category/miscellaneous/	/Users/benoit/websites/api.jquery.com/api.jquery.com/category/miscellaneous/index.html	(from http://api.jquery.com/)
17:00:56	54533/54533	U--MC-	200	updated ('OK')	text/html	date:Tue,%2019%20Feb%202013%2016:00:54%20GMT	http://api.jquery.com/data/	/Users/benoit/websites/api.jquery.com/api.jquery.com/data/index.html	(from http://api.jquery.com/)
17:00:56	38798/38798	U--MC-	200	updated ('OK')	text/html	date:Tue,%2019%20Feb%202013%2016:00:54%20GMT	http://api.jquery.com/dblclick/	/Users/benoit/websites/api.jquery.com/api.jquery.com/dblclick/index.html	(from http://api.jquery.com/)
17:00:57	29468/29468	U--MC-	200	updated ('OK')	text/html	date:Tue,%2019%20Feb%202013%2016:00:55%20GMT	http://api.jquery.com/deferred.always/	/Users/benoit/websites/api.jquery.com/api.jquery.com/deferred.always/index.html	(from http://api.jquery.com/)
17:00:57	36670/36670	U--MC-	200	updated ('OK')	text/html	date:Tue,%2019%20Feb%202013%2016:00:55%20GMT	http://api.jquery.com/category/deferred-object/	/Users/benoit/websites/api.jquery.com/api.jquery.com/category/deferred-object/index.html	(from http://api.jquery.com/)
17:00:58	36933/36933	U--MC-	200	updated ('OK')	text/html	date:Tue,%2019%20Feb%202013%2016:00:55%20GMT	http://api.jquery.com/deferred.done/	/Users/benoit/websites/api.jquery.com/api.jquery.com/deferred.done/index.html	(from http://api.jquery.com/)
